text,label,target,text_pl
Terrifying footage shows the moment a woman is flung to the ground after being struck by LIGHTNING as she walks along a rainy beach,clickbait,1,"Przerażający materiał filmowy przedstawia moment, w którym kobieta, spacerująca deszczową plażą, zostaje rzucona na ziemię po uderzeniu PIORUNTEM"
Britain Releases Censored List of Expenses,news,0,Wielka Brytania publikuje ocenzurowaną listę wydatków
16 Charts That Perfectly Illustrate Filipino Twentysomething Life,clickbait,1,"16 wykresów, które doskonale ilustrują życie filipińskich dwudziestolatków"
"Arsène Wenger’s Arsenal future will be mutually decided, says chief executive",news,0,"Dyrektor naczelny mówi, że przyszłość Arsène’a Wengera w Arsenalu zostanie zadecydowana wspólnie"
Shaky Pakistan Is Seen as Target of Qaeda Plots,news,0,Chwiejny Pakistan jest postrzegany jako cel spisków Kaidy
The Guardian view on Michael Flynn’s resignation: not a Whoops but a Wow,news,0,"Opinia Guardiana na temat rezygnacji Michaela Flynna: nie „Wow”, ale „Wow”."
Next Shuttle flight delayed to next year; ISS crew begin spacewalk,news,0,Następny Lot wahadłowy opóźniony na przyszły rok;Załoga ISS rozpoczyna spacer kosmiczny
27 Clever Ways To Remember All Your Shit,clickbait,1,"27 sprytnych sposobów, aby zapamiętać wszystkie swoje gówna"
Which Classic Pop-Punk Song Matches Your Zodiac Sign,clickbait,1,Która klasyczna piosenka pop-punk pasuje do Twojego znaku zodiaku
"Which ""Halloweentown"" Movie Would You Have Starred In",clickbait,1,W którym filmie „Halloweentown” chciałbyś zagrać?
You Need To See This Video Of Alan Rickman Pranking Daniel Radcliffe,clickbait,1,"Musisz zobaczyć ten film, w którym Alan Rickman żartuje Danielowi Radcliffe’owi"
"Election 2016 results: Arizona primaries, Utah and Idaho caucuses",news,0,"Wyniki wyborów 2016: prawybory w Arizonie, kluby w Utah i Idaho"
"What's The Unluckiest, Weirdest Or Stupidest Way You've Failed Your Driving Test",clickbait,1,"Jaki jest najbardziej pechowy, najdziwniejszy lub najgłupszy sposób, w jaki nie zdałeś egzaminu na prawo jazdy"
Syrian war: CNN goes inside Aleppo under airstrikes,news,0,Wojna w Syrii: CNN wkracza do Aleppo pod nalotami
Detroit’s Resurgence Brings New Housing Concerns,news,0,Odrodzenie Detroit rodzi nowe problemy mieszkaniowe
How Much Do You Actually Know About Makeup,clickbait,1,Ile tak naprawdę wiesz o makijażu
We Asked 12 Scientists How Their Faith Affects Their Work,clickbait,1,"Zapytaliśmy 12 naukowców, jak ich wiara wpływa na ich pracę"
17 Celebrity Instagrams You Need To See This Week,clickbait,1,"17 Instagramów gwiazd, które musisz zobaczyć w tym tygodniu"
This account points out everything wrong with Instagram’s nipple policy The list,news,0,"To konto wskazuje wszystko, co jest nie tak z polityką Instagrama dotyczącą sutków. Lista"
"Ice Cube, Kevin Hart, And Conan Might Be The Worst Driving Instructors",clickbait,1,"Ice Cube, Kevin Hart i Conan mogą być najgorszymi instruktorami nauki jazdy"
Apple Announces iOS 9 with Smarter Siri & Real Multitasking,news,0,Apple ogłasza iOS 9 z inteligentniejszą Siri i prawdziwą wielozadaniowością
This Gorgeous Man Travels The World Eating Pizza,clickbait,1,Ten wspaniały mężczyzna podróżuje po świecie i je pizzę
What happens when you normalize the abnormal,news,0,"Co się stanie, gdy znormalizujesz nienormalność"
Taylor Swift Says She Learned A Lesson After That Whole Nicki Minaj Debacle,clickbait,1,"Taylor Swift mówi, że nauczyła się lekcji po całej porażce z Nicki Minaj"
Can You Identify These Disney Movies From Just The Backgrounds,clickbait,1,Czy rozpoznasz te filmy Disneya po samym tle?
Why I love… Michelle Obama,clickbait,1,Dlaczego kocham… Michelle Obama
Carrie Fisher Just Shut Down Age-Shamers With One Tweet,clickbait,1,Carrie Fisher jednym tweetem wyeliminowała Age Shamers
Shawn Crawford Wins 200-Meter U.S. Championship,news,0,Shawn Crawford mistrzem USA w biegu na 200 metrów
Perth man dies during Christmas swim while two rescued from rip,news,0,"Mężczyzna z Perth zginął podczas świątecznej kąpieli, a dwóch uratowano z rozdarcia"
This Is How They Make The Eggs At McDonald's,clickbait,1,Tak robią jajka w McDonaldzie
13 Books Every Sharp Slytherin Will Appreciate,clickbait,1,"13 książek, które doceni każdy bystry Ślizgon"
Police: Facebook Live Murder Suspect Steve Stephens Killed Himself During Pursuit,clickbait,1,"Policja: Podejrzany o morderstwo na żywo na Facebooku, Steve Stephens, odebrał sobie życie podczas pościgu"
Solange Knowles's Wedding Ring Got Lost At Mardi Gras,clickbait,1,Obrączka Solange Knowles zgubiła się na Mardi Gras
Do you have any cosmetic surgery regrets?,clickbait,1,Czy żałujesz jakiegoś zabiegu kosmetycznego?
Secret Service blocks access to White House's south fence after recent intruder ,news,0,Secret Service blokuje dostęp do południowego płotu Białego Domu po niedawnym włamaniu
How Spooky Are You Actually,clickbait,1,Jak naprawdę jesteś straszny
"Prisoner abuse, serious corruption may have occurred in Turks and Caicos Islands",news,0,Na Turks i Caicos mogło dojść do znęcania się nad więźniami oraz poważnej korupcji
Tensions in the Mideast Reverberate in France,news,0,Napięcia na Bliskim Wschodzie odbijają się echem we Francji
"Get A First Look At The Horror-Comedy ""The Final Girls""",clickbait,1,Zobacz pierwsze spojrzenie na horror-komedię „The Final Girls”
GRAPHIC: 7 Shot During Christmas Party in Mexican Border State,news,0,GRAFIKA: 7 ujęć podczas przyjęcia bożonarodzeniowego w meksykańskim stanie granicznym
FYI: You Can Now Buy Stuffed Toys Of Your Favourite Indian Foods,clickbait,1,Do Twojej wiadomości: możesz teraz kupić wypchane zabawki z ulubionymi indyjskimi potrawami
George Bush: Rescue plan will get through,news,0,George Bush: Plan ratunkowy zostanie zrealizowany
12 Things You Realize At The End Of A Relationship,clickbait,1,"12 rzeczy, które zdajesz sobie sprawę pod koniec związku"
Questions Australians Have For The UK,clickbait,1,"Pytania, które Australijczycy mają do Wielkiej Brytanii"
If Donald Trump Tweets Were Motivational Posters,clickbait,1,Gdyby tweety Donalda Trumpa były plakatami motywacyjnymi
UK Royal Mail announces record 5p increase in stamp prices,news,0,Brytyjska Royal Mail ogłasza rekordową podwyżkę cen znaczków o 5 pensów
Al Qaeda: 'Blair brought destruction to the heart of London',news,0,Al-Kaida: „Blair sprowadził zniszczenie w sercu Londynu”
"Bombs Kill 5 in Baghdad, but Officials Avoid Harm",news,0,"Bomby zabijają 5 osób w Bagdadzie, ale urzędnikom udaje się uniknąć szkód"
"South Park Reveals The Canadian Alphabet And It's About Time, Guy",clickbait,1,"South Park ujawnia kanadyjski alfabet i już najwyższy czas, kolego"
"Couples thrashed for sitting in a park in Meerut, India",news,0,Pary biły się za siedzenie w parku w Meerut w Indiach
An Indestructible Coffee Machine for Extreme Caffeine,clickbait,1,Niezniszczalny ekspres do kawy z ekstremalną kofeiną
12 Things Cubans View Differently,clickbait,1,"12 rzeczy, które Kubańczycy postrzegają inaczej"
When You Have A Crush On Someone Athletic,clickbait,1,Kiedy podkochujesz się w kimś wysportowanym
Ogilvy Leads by 6 in Mercedes-Benz Championship,news,0,Ogilvy prowadzi sześcioma punktami w mistrzostwach Mercedes-Benz
Van Gogh painting stolen again,news,0,Znów skradziono obraz Van Gogha
What will Europe do after Trump's travel ban?,clickbait,1,Co zrobi Europa po zakazie podróżowania nałożonym przez Trumpa?
First African-American Crewmember To Join The International Space Station,news,0,"Pierwszy afroamerykański członek załogi, który dołączył do Międzynarodowej Stacji Kosmicznej"
12 Divine Things Every Tea Lover Needs In Their Life,clickbait,1,"12 boskich rzeczy, których każdy miłośnik herbaty potrzebuje w swoim życiu"
Here's What Happens When You Photoshop Men Out Of The Workplace,clickbait,1,"Oto, co się stanie, gdy przerobisz mężczyzn z miejsca pracy za pomocą Photoshopa"
"89 Of Most Enchanting ""1989"" Covers",clickbait,1,89 najbardziej czarujących okładek „1989”.
Tensions rise between North Korea and United States,news,0,Rośnie napięcie między Koreą Północną a Stanami Zjednoczonymi
Former CIA acting director on Clinton: I ’trust her’,news,0,Były pełniący obowiązki dyrektora CIA w sprawie Clintona: „Ufam jej”
Nigel Farage 'knighted' by six-year-old girl who then asks if he hates foreigners,news,0,"Nigel Farage „pasowany” na rycerza przez sześcioletnią dziewczynkę, która następnie pyta, czy nienawidzi obcokrajowców"
TSA cuts US airport security screening personnel,news,0,TSA zwalnia personel kontroli bezpieczeństwa na amerykańskich lotniskach
Here's What Canadians Did While Americans Celebrated Thanksgiving,clickbait,1,"Oto, co Kanadyjczycy zrobili, gdy Amerykanie świętowali Święto Dziękczynienia"
This Moment Between A Starbucks Barista And A Deaf Customer Is Going Viral,clickbait,1,Ten moment pomiędzy baristą Starbucks a niesłyszącym klientem staje się wirusowy
Pence visits military camp near Korean DMZ amid tensions with North ,news,0,Pence odwiedza obóz wojskowy w pobliżu koreańskiej strefy zdemilitaryzowanej w związku z napięciami z Północą
Illinois Passes a Budget,news,0,Illinois uchwala budżet
"What's The Best Video From Taylor Swift's ""1989""",clickbait,1,Jaki jest najlepszy teledysk z „1989” Taylor Swift
Study: Kids can learn as much from ‘Sesame Street’ as from preschool,clickbait,1,"Badanie: Dzieci mogą nauczyć się z „Ulicy Sezamkowej” tyle samo, co z przedszkola"
How Al Franken Unleashed A Special Counsel On Donald Trump,news,0,Jak Al Franken udostępnił specjalną doradcę w sprawie Donalda Trumpa
Can You Guess The Movie From The Santa Claus,clickbait,1,Czy odgadniesz film o Świętym Mikołaju?
Do You Trust Your Friends,clickbait,1,Czy ufasz swoim przyjaciołom
"Which Avenger Are You Based Off Your Favorite ""90210"" Character",clickbait,1,Którego Avengera wzorujesz na swojej ulubionej postaci z „90210”.
Suit Filed Over Killing of Teenager in Classroom,news,0,Złożono pozew w sprawie zabicia nastolatka w klasie
Everything That Made Daniel Craig's Bond Great Is Now Bringing Him Down,clickbait,1,"Wszystko, co uczyniło więź Daniela Craiga wspaniałą, teraz go poniża"
Do You Know Your GF By Touch,clickbait,1,Czy znasz swoją dziewczynę po dotyku
19 Brutally Honest Confessions From A Tesco Worker,clickbait,1,19 brutalnie szczerych wyznań pracownika Tesco
Australian growth forecast reduced to 2.7%,news,0,"Prognoza wzrostu w Australii obniżona do 2,7%"
Eight Feared Dead as Avalanche Hits Japan Ski Resort,news,0,"Osiem osób zginęło w wyniku lawiny, która uderzyła w japoński ośrodek narciarski"
Can You Identify These United States Leaders,clickbait,1,Czy potrafisz zidentyfikować tych przywódców Stanów Zjednoczonych?
Russia Sanctions Explained: A Look at the Measures Donald Trump Could Roll Back ,clickbait,1,"Wyjaśnienie sankcji wobec Rosji: spojrzenie na środki, które Donald Trump mógłby wycofać"
"CIA study: CIA lagging in recruiting, promoting minorities",news,0,Badanie CIA: CIA ma opóźnienia w rekrutacji i promowaniu mniejszości
Border Patrol Agents Arrest 5th Sex Offender in California,news,0,Agenci Straży Granicznej aresztują w Kalifornii piątego przestępcę seksualnego
19 Photos Of Dogs Being Adorable During The Blizzard,clickbait,1,19 zdjęć uroczych psów podczas zamieci
Buffalo Chicken Wings Recipe - NYT Cooking,news,0,Przepis na skrzydełka z kurczaka Buffalo — gotowanie NYT
Policewoman in Argentina who nearly died in a horrific car crash wakes up 'thanks to baby she gave birth to in coma',news,0,"Policjantka w Argentynie, która prawie zginęła w strasznym wypadku samochodowym, budzi się „dzięki dziecku, które urodziła w śpiączce”"
"To Sleep, Perchance to Analyze Data",news,0,"Spać, szansa na analizę danych"
See the view from SpaceX's historic mission,news,0,Zobacz widok z historycznej misji SpaceX
Microsoft launches MSN adCenter,news,0,Microsoft uruchamia MSN AdCenter
This Test Will Determine How Word-Sensitive You Are,clickbait,1,"Ten test sprawdzi, jak bardzo jesteś wrażliwy na słowa"
23 Albums You Definitely Owned As A Christian Teenager In The '90s,clickbait,1,"23 albumy, które z pewnością posiadałeś jako chrześcijański nastolatek w latach 90"
"In A Selfless Act, This 22-YO Woman Donated A Part Of Her Liver To A Girl She Babysits!",news,0,"W bezinteresownym akcie 22-letnia kobieta oddała część swojej wątroby dziewczynie, którą się opiekuje!"
Rashida Jones Doesn't Understand Why Half Of Movies Aren't About Women,clickbait,1,"Rashida Jones nie rozumie, dlaczego połowa filmów nie jest o kobietach"
Miss World is the biggest beauty pageant you’ve never heard of. What’s it doing in Washington?,clickbait,1,"Miss World to największy konkurs piękności, o jakim nigdy nie słyszałeś.Co to robi w Waszyngtonie?"
Japan Readies Missile Interceptors,news,0,Japonia przygotowuje rakiety przechwytujące
Students evacuated after police find suspected drug lab at Georgetown University,news,0,"Studenci ewakuowani po tym, jak policja znalazła podejrzane laboratorium narkotykowe na Uniwersytecie Georgetown"
15 Home Decor Tips From Joanna Gaines That You’ll Want To Steal Immediately,news,0,"15 wskazówek dotyczących wystroju domu od Joanny Gaines, które natychmiast będziesz chciał ukraść"
What Color Should You Dye Your Hair Based On Your Taste In Movies,clickbait,1,Na jaki kolor powinieneś pofarbować włosy w zależności od gustu w filmach
"As China Stirs Economy, Cries of Protectionism",news,0,"Gdy Chiny pobudzają gospodarkę, słychać krzyki o protekcjonizmie"
Four ways technology is transforming the museum experience,clickbait,1,"Cztery sposoby, w jakie technologia zmienia doświadczenie muzeów"
"20 Years Ago, This Is What The Golden Globes Looked Like",clickbait,1,Tak wyglądały Złote Globy 20 lat temu
RepuTex announces Australia and New Zealand's most socially responsible corporations,news,0,RepuTex ogłasza najbardziej odpowiedzialne społecznie korporacje Australii i Nowej Zelandii
"Pichilemu, Chile former post office is demolished",news,0,Pichilemu w Chile dawny urząd pocztowy zostaje zburzony
"Kate Winslet Was Told To Settle For ""Fat Girl"" Parts As A Teenager",clickbait,1,Kate Winslet jako nastolatka kazano zadowolić się rolami „Grubej dziewczyny”.
Demi Lovato On Her Mental Health Journey,clickbait,1,Demi Lovato o swojej podróży po zdrowie psychiczne
10 Celebs That Have Been Drinking From The Fountain Of Youth,clickbait,1,"10 gwiazd, które piły z fontanny młodości"
Sources: New York Giants to be fined for walkie-talkie use,news,0,Źródła: New York Giants ukarani grzywną za używanie krótkofalówki
Revenue Rose 12% in Quarter for Verizon Wireless,news,0,Przychody wzrosły o 12% w kwartale dla Verizon Wireless
Should You Date The Weeknd Or Drake,clickbait,1,Powinieneś umawiać się z Weekndem czy Drake'em
Prolific television producer Aaron Spelling dies at 83,news,0,W wieku 83 lat zmarł płodny producent telewizyjny Aaron Spelling
YouTube Twins Embrace Natural Beauty,news,0,Bliźniaczki YouTube doceniają naturalne piękno
UK court jails man for trolling online tribute pages,news,0,Brytyjski sąd skazał mężczyznę za trollowanie internetowych stron z hołdami
